Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
Assassin's Creed Chronicles,PSV,2016.0,Action,Ubisoft,0.01,0.04,0.01,0.01,0.07,70.0,6.0,8.0,24.0,T
Dragoneer's Aria,PSP,2007.0,Role-Playing,Tecmo Koei,0.02,0.0,0.05,0.0,0.07,56.0,30.0,6.0,7.0,E10+
Xbox Live Arcade Unplugged Volume 1,X360,2006.0,Misc,Microsoft Game Studios,0.05,0.01,0.0,0.01,0.07,69.5,0.0,7.25,0.0,NR
TigerShark,PS,1997.0,Simulation,GT Interactive,0.04,0.03,0.0,0.0,0.07,0.0,0.0,0.0,0.0,NR
Major League Baseball 2K10,PSP,2010.0,Sports,Take-Two Interactive,0.06,0.0,0.0,0.01,0.07,69.5,0.0,7.25,0.0,E
Norse by Norsewest: The Return of the Lost Vikings,PS,1997.0,Action,Interplay,0.04,0.03,0.0,0.0,0.07,0.0,0.0,0.0,0.0,NR
N+,DS,2007.0,Platform,Atari,0.06,0.0,0.0,0.0,0.07,82.0,20.0,7.4,20.0,E
Titanic Mystery,DS,2010.0,Puzzle,PlayV,0.05,0.01,0.0,0.01,0.07,69.5,0.0,7.25,0.0,T
Backyard NFL Football '09,DS,2008.0,Sports,Atari,0.06,0.0,0.0,0.01,0.07,69.5,0.0,7.25,0.0,NR
Obscure,PS2,2004.0,Adventure,Microids,0.03,0.03,0.0,0.01,0.07,65.0,27.0,8.9,39.0,M
Sega Soccer Slam,GC,2002.0,Sports,Sega,0.05,0.01,0.0,0.0,0.07,84.0,22.0,7.7,7.0,E
Katekyoo Hitman Reborn! DS: Fate of Heat - Hono no Unmei,DS,2008.0,Role-Playing,Takara Tomy,0.0,0.0,0.07,0.0,0.07,69.5,0.0,7.25,0.0,NR
Shin Lucky * Star: Moe Drill ~Tabidachi~,DS,2007.0,Action,Kadokawa Shoten,0.0,0.0,0.07,0.0,0.07,69.5,0.0,7.25,0.0,NR
DefCon 5,PS,1995.0,Shooter,Psygnosis,0.04,0.03,0.0,0.0,0.07,0.0,0.0,0.0,0.0,NR
Secret Service: Ultimate Sacrifice,PS2,2008.0,Action,Activision,0.03,0.03,0.0,0.01,0.07,69.5,0.0,7.25,0.0,NR
Transformer: Rise of the Dark Spark (3DS),3DS,2014.0,Role-Playing,Activision,0.05,0.01,0.0,0.01,0.07,69.5,0.0,7.25,0.0,NR
Deep Labyrinth,DS,2006.0,Action,505 Games,0.06,0.0,0.0,0.0,0.07,57.0,18.0,8.8,4.0,E10+
Nichibeikan Pro Yakyuu: Final League,PS2,2002.0,Sports,SquareSoft,0.0,0.0,0.07,0.0,0.07,69.5,0.0,7.25,0.0,NR
Spawn: Armageddon,GC,2003.0,Action,Electronic Arts,0.05,0.01,0.0,0.0,0.07,61.0,19.0,7.2,9.0,M
God Hand,PS2,2006.0,Action,Capcom,0.0,0.0,0.07,0.0,0.07,73.0,48.0,7.7,165.0,M
Shin Chan: Las Nuevas Aventuras Para Wii!,Wii,2006.0,Action,505 Games,0.0,0.0,0.07,0.0,0.07,69.5,0.0,7.25,0.0,NR
Junior Classic Books & Fairytales,DS,2010.0,Misc,GSP,0.05,0.01,0.0,0.01,0.07,69.5,0.0,7.25,0.0,NR
Legends of Wrestling II,GBA,2002.0,Fighting,Acclaim Entertainment,0.05,0.02,0.0,0.0,0.07,24.0,11.0,3.7,10.0,E
Fatal Fury: Battle Archives Volume 2,PS2,2007.0,Fighting,SNK Playmore,0.03,0.03,0.0,0.01,0.07,70.0,12.0,7.25,0.0,T
Mario Tennis,Wii,2010.0,Sports,Nintendo,0.0,0.06,0.0,0.01,0.07,69.5,0.0,7.25,0.0,E
Jurassic Park: Operation Genesis,XB,2003.0,Simulation,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.07,69.0,21.0,8.8,19.0,T
FIFA Soccer 06,GBA,2005.0,Sports,Electronic Arts,0.05,0.02,0.0,0.0,0.07,69.5,0.0,7.25,0.0,E
Freddi Fish: Kelp Seed Mystery,Wii,2008.0,Adventure,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07,69.5,0.0,7.25,0.0,E
RedCard 20-03,PS2,2002.0,Sports,Midway Games,0.03,0.03,0.0,0.01,0.07,73.0,19.0,9.0,6.0,E
Brothers in Arms: Furious 4,PS3,2012.0,Shooter,Ubisoft,0.01,0.05,0.0,0.01,0.07,69.5,0.0,7.25,0.0,M
Future Tactics: The Uprising,PS2,2004.0,Strategy,Crave Entertainment,0.03,0.03,0.0,0.01,0.07,61.0,25.0,6.0,6.0,T
Kanji Sonomama DS Rakubiki Jiten,DS,2006.0,Misc,Nintendo,0.0,0.0,0.07,0.0,0.07,69.5,0.0,7.25,0.0,NR
Driver: Parallel Lines,XB,2006.0,Racing,Atari,0.05,0.01,0.0,0.0,0.07,69.0,31.0,4.6,17.0,M
Hyperdimension Neptunia Victory,PSV,2014.0,Role-Playing,Compile Heart,0.0,0.0,0.07,0.0,0.07,69.5,0.0,7.25,0.0,NR
everGirl,GBA,2005.0,Adventure,THQ,0.05,0.02,0.0,0.0,0.07,69.5,0.0,7.25,0.0,NR
Heroes Phantasia,PSP,2012.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,69.5,0.0,7.25,0.0,NR
Top Gun,PS3,2011.0,Simulation,505 Games,0.06,0.0,0.0,0.01,0.07,49.0,25.0,4.4,5.0,T
Batman: Rise of Sin Tzu,GBA,2003.0,Action,Ubisoft,0.05,0.02,0.0,0.0,0.07,63.0,12.0,6.8,4.0,E
Chuugaku Eitango Target 1800 DS,DS,2006.0,Misc,IE Institute,0.0,0.0,0.07,0.0,0.07,69.5,0.0,7.25,0.0,NR
Sherlock Holmes: Crimes & Punishments,PS3,2014.0,Adventure,Focus Home Interactive,0.03,0.03,0.0,0.01,0.07,69.5,0.0,7.25,0.0,NR
Basketball Hall of Fame Ultimate Hoops Challenge,Wii,2010.0,Sports,Zoo Games,0.06,0.0,0.0,0.0,0.07,69.5,0.0,7.25,0.0,E
Dragon Ball Z: Battle of Z,X360,2014.0,Fighting,Namco Bandai Games,0.01,0.05,0.0,0.0,0.07,53.0,17.0,5.1,44.0,T
World Racing,XB,2003.0,Racing,TDK Mediactive,0.05,0.01,0.0,0.0,0.07,56.0,14.0,8.1,8.0,E
Resident Evil 5,PC,2009.0,Action,Capcom,0.01,0.04,0.0,0.01,0.07,86.0,30.0,7.1,597.0,M
X-Men: The Official Game,GBA,2006.0,Action,Activision,0.05,0.02,0.0,0.0,0.07,55.0,9.0,9.3,6.0,E10+
Disney's Party,GBA,2003.0,Misc,Hudson Entertainment,0.05,0.02,0.0,0.0,0.07,69.5,0.0,7.25,0.0,E
Generator Rex: Agent of Providence,DS,2011.0,Action,Activision,0.05,0.01,0.0,0.01,0.07,69.5,0.0,7.25,0.0,E10+
Storybook Workshop,Wii,2009.0,Misc,Konami Digital Entertainment,0.06,0.0,0.0,0.01,0.07,69.5,0.0,7.25,0.0,E
Command & Conquer 3: Tiberium Wars,PC,2007.0,Strategy,Electronic Arts,0.0,0.06,0.0,0.01,0.07,69.5,0.0,7.25,0.0,NR
Card Games,PS,2000.0,Misc,D3Publisher,0.04,0.03,0.0,0.0,0.07,69.5,0.0,7.25,0.0,NR
Tropix,DS,2008.0,Puzzle,Capcom,0.06,0.0,0.0,0.0,0.07,69.5,0.0,7.25,0.0,NR
Mega Man: Battle & Chase,PS,1997.0,Racing,Capcom,0.0,0.0,0.06,0.0,0.07,0.0,0.0,0.0,0.0,NR
Winning Post 7 2010,PS3,2010.0,Sports,Tecmo Koei,0.0,0.0,0.07,0.0,0.07,69.5,0.0,7.25,0.0,NR
Pipe Mania,PSP,2008.0,Puzzle,Empire Interactive,0.06,0.0,0.0,0.01,0.07,74.0,6.0,7.25,0.0,E
Daniel X: The Ultimate Power,DS,2010.0,Action,THQ,0.06,0.0,0.0,0.0,0.07,69.5,0.0,7.25,0.0,E10+
Destrega,PS,1998.0,Fighting,Sony Computer Entertainment,0.04,0.03,0.0,0.0,0.07,0.0,0.0,0.0,0.0,NR
Fantasy Aquarium World,Wii,2009.0,Simulation,Destineer,0.06,0.0,0.0,0.0,0.07,69.5,0.0,7.25,0.0,E
Nobunaga no Yabou: Tendou with Power-Up Kit,PS3,2011.0,Strategy,Tecmo Koei,0.0,0.0,0.07,0.0,0.07,69.5,0.0,7.25,0.0,NR
The Final Round,PS,1996.0,Sports,Konami Digital Entertainment,0.04,0.03,0.0,0.0,0.07,0.0,0.0,0.0,0.0,NR
MAPLUS: Portable Navi,PSP,2006.0,Misc,Edia,0.0,0.0,0.07,0.0,0.07,69.5,0.0,7.25,0.0,NR
Order Up!!,PS3,2011.0,Action,Funbox Media,0.05,0.01,0.0,0.01,0.07,69.5,0.0,7.25,0.0,NR
Reader Rabbit 1st Grade,Wii,2010.0,Misc,Graffiti,0.06,0.0,0.0,0.0,0.07,69.5,0.0,7.25,0.0,E
The King of Fighters 02/03,PS2,2005.0,Fighting,SNK,0.03,0.03,0.0,0.01,0.07,73.0,28.0,8.8,14.0,T
Army Men: Green Rogue,PS,2001.0,Action,3DO,0.04,0.02,0.0,0.0,0.07,69.5,0.0,7.25,0.0,NR
Centipede / Breakout / Warlords,GBA,2005.0,Misc,Zoo Digital Publishing,0.05,0.02,0.0,0.0,0.07,69.5,0.0,7.25,0.0,E
Lucian Bee's: Justice Yellow / Evil Violet,PS2,2010.0,Adventure,5pb,0.0,0.0,0.07,0.0,0.07,69.5,0.0,7.25,0.0,NR
Sly 2: Band of Thieves,PS3,2010.0,Platform,Sony Computer Entertainment,0.0,0.05,0.0,0.02,0.07,69.5,0.0,7.4,23.0,E
Armored Core: Nine Breaker,PS2,2004.0,Simulation,505 Games,0.03,0.03,0.0,0.01,0.07,57.0,25.0,8.2,5.0,T
Doraemon: Nobita no Shin Makai Daibouken DS,DS,2007.0,Role-Playing,Sega,0.0,0.0,0.07,0.0,0.07,69.5,0.0,7.25,0.0,NR
Terraria,PS4,2014.0,Action,505 Games,0.0,0.05,0.01,0.01,0.07,83.0,4.0,7.9,47.0,T
Cabela's Big Game Hunter 2005 Adventures,GC,2004.0,Sports,Activision,0.05,0.01,0.0,0.0,0.07,69.5,0.0,8.8,9.0,T
Worms 3D,GC,2003.0,Strategy,Sega,0.05,0.01,0.0,0.0,0.07,69.0,23.0,7.6,19.0,T
BlazBlue: Chrono Phantasma Extend,XOne,2015.0,Action,PQube,0.05,0.01,0.0,0.01,0.07,69.5,0.0,6.3,4.0,T
TRON: Evolution,PC,2010.0,Action,Disney Interactive Studios,0.06,0.0,0.0,0.0,0.07,57.0,11.0,6.0,25.0,T
Pac-Man and the Ghostly Adventures 2,WiiU,2014.0,Adventure,Namco Bandai Games,0.04,0.02,0.0,0.01,0.07,69.5,0.0,7.0,9.0,E10+
Dark Souls,PC,2012.0,Role-Playing,Namco Bandai Games,0.0,0.06,0.0,0.01,0.07,69.5,0.0,7.25,0.0,NR
Gambler Densetsu Tetsuya,PS2,2001.0,Adventure,Athena,0.0,0.0,0.07,0.0,0.07,69.5,0.0,7.25,0.0,NR
The Guided Fate Paradox,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.06,0.0,0.07,74.0,27.0,7.8,66.0,T
Mayhem 3D,X360,2011.0,Racing,Evolved Games,0.06,0.0,0.0,0.0,0.07,47.0,4.0,8.6,9.0,E10+
Bleach: Hanatareshi Yabou,PS2,2006.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.07,0.0,0.07,69.5,0.0,7.25,0.0,NR
Karaoke Revolution Party,XB,2005.0,Misc,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.07,80.0,24.0,7.25,0.0,E10+
Yoake Yori Ruriiro na: Brighter than Dawning Blue,PS2,2006.0,Adventure,Aria,0.0,0.0,0.07,0.0,0.07,69.5,0.0,7.25,0.0,NR
Carol Vorderman's Sudoku,PSP,2006.0,Puzzle,Xplosiv,0.05,0.0,0.0,0.01,0.07,72.0,18.0,7.25,0.0,E
Pandemonium 2,PS,1997.0,Platform,BMG Interactive Entertainment,0.04,0.02,0.0,0.0,0.07,0.0,0.0,0.0,0.0,NR
Gundam Try Age SP,3DS,2014.0,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,69.5,0.0,7.25,0.0,NR
WipEout HD Fury,PS3,2009.0,Racing,Sony Computer Entertainment,0.0,0.05,0.0,0.01,0.07,89.0,15.0,8.4,115.0,E10+
Fallout: Brotherhood of Steel,PS2,2004.0,Role-Playing,Avalon Interactive,0.03,0.03,0.0,0.01,0.07,64.0,31.0,4.1,51.0,M
Dreamer Series: Pop Star,DS,2009.0,Misc,Tivola,0.04,0.02,0.0,0.01,0.07,69.5,0.0,7.25,0.0,E
Penguins of Madagascar,3DS,2014.0,Action,Namco Bandai Games,0.0,0.06,0.0,0.0,0.07,51.0,4.0,7.25,0.0,E
12-Sai. Honto no Kimochi,3DS,2014.0,Adventure,Happinet,0.0,0.0,0.07,0.0,0.07,69.5,0.0,7.25,0.0,NR
Parlor! Mini 2,SNES,1996.0,Misc,Nippon Telenet,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,NR
"Flower, Sun, and Rain",DS,2008.0,Adventure,Rising Star Games,0.06,0.0,0.0,0.0,0.07,54.0,37.0,7.1,15.0,T
Gunstar Super Heroes,GBA,2005.0,Shooter,Sega,0.05,0.02,0.0,0.0,0.07,83.0,31.0,8.5,13.0,E10+
C: The Contra Adventure,PS,1998.0,Shooter,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.07,0.0,0.0,0.0,0.0,NR
Interactive Storybook DS Series 1,DS,2007.0,Misc,Tommo,0.06,0.0,0.0,0.0,0.07,69.5,0.0,7.25,0.0,E
Frogger Advance: The Great Quest,GBA,2002.0,Action,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.07,55.0,9.0,7.25,0.0,E
Cities XL 2012,PC,2011.0,Strategy,Focus Home Interactive,0.01,0.05,0.0,0.01,0.07,61.0,18.0,5.6,95.0,E
Worms Forts: Under Siege,XB,2004.0,Strategy,Sega,0.05,0.01,0.0,0.0,0.07,67.0,15.0,8.0,6.0,T
Dream C Club,X360,2009.0,Simulation,D3Publisher,0.0,0.0,0.07,0.0,0.07,69.5,0.0,7.25,0.0,NR
Pocky & Rocky with Becky,GBA,2001.0,Shooter,Altron,0.05,0.02,0.0,0.0,0.07,69.5,0.0,7.25,0.0,NR
The Tale of Despereaux,DS,2008.0,Platform,Brash Entertainment,0.06,0.0,0.0,0.0,0.07,75.0,5.0,7.25,0.0,E
Jam Sessions 2,DS,2009.0,Misc,Ubisoft,0.06,0.0,0.0,0.0,0.07,66.0,7.0,7.25,0.0,E10+
Full Spectrum Warrior: Ten Hammers,PS2,2006.0,Strategy,THQ,0.03,0.02,0.0,0.01,0.07,71.0,26.0,8.0,5.0,M
Streets of Rage 3,GEN,1993.0,Action,Sega,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,NR
Just Dance: Disney Party 2,X360,2015.0,Action,Ubisoft,0.05,0.01,0.0,0.01,0.07,69.5,0.0,7.25,0.0,E
Natural Doctrine,PSV,2014.0,Role-Playing,Nippon Ichi Software,0.02,0.01,0.03,0.01,0.07,60.0,7.0,7.5,29.0,M
Hasbro Family Game Night Fun Pack,X360,2011.0,Misc,Electronic Arts,0.06,0.0,0.0,0.0,0.07,69.5,0.0,7.25,0.0,E
Pro Yaky? Spirits 4,PS3,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,69.5,0.0,7.25,0.0,NR
Prince of Persia: The Fallen King,DS,2008.0,Action,Ubisoft,0.06,0.0,0.0,0.0,0.07,64.0,24.0,6.0,9.0,E
My Horse & Me: Riding for Gold,DS,2008.0,Sports,Atari,0.05,0.01,0.0,0.0,0.07,69.5,0.0,7.25,0.0,NR
Speed Racer,PS,1996.0,Racing,Tomy Corporation,0.04,0.02,0.0,0.0,0.07,0.0,0.0,0.0,0.0,NR
NHL Hitz Pro,XB,2003.0,Sports,Midway Games,0.05,0.01,0.0,0.0,0.07,81.0,23.0,8.8,12.0,E
Cardfight!! Vanguard: Lock On Victory!!,3DS,2014.0,Misc,FuRyu,0.0,0.0,0.07,0.0,0.07,69.5,0.0,7.25,0.0,NR
Broken Sword 5: The Serpent's Curse,PS4,2015.0,Adventure,Revolution Software,0.0,0.06,0.0,0.01,0.07,72.0,14.0,7.2,23.0,T
Alan Wake,PC,2012.0,Action,Nordic Games,0.0,0.06,0.0,0.01,0.06,83.0,30.0,8.0,1473.0,T
Atelier Meruru: Alchemist of Arland 3,PSV,2013.0,Role-Playing,Gust,0.0,0.0,0.06,0.0,0.06,69.5,0.0,7.25,0.0,NR
Hot Wheels: Burnin' Rubber,GBA,2001.0,Racing,THQ,0.05,0.02,0.0,0.0,0.06,66.0,5.0,7.25,0.0,E
Lost in Blue 2,DS,2007.0,Adventure,Konami Digital Entertainment,0.01,0.01,0.05,0.0,0.06,58.0,29.0,7.25,0.0,E10+
Ojyousama Express,PS,1998.0,Strategy,Media Works,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.0,NR
Risen 3: Titan Lords,X360,2014.0,Role-Playing,Deep Silver,0.02,0.04,0.0,0.0,0.06,44.0,8.0,4.4,69.0,M
Steambot Chronicles: Battle Tournament,PSP,2008.0,Fighting,Irem Software Engineering,0.05,0.0,0.01,0.01,0.06,54.0,14.0,6.3,8.0,E10+
Wings of War,XB,2004.0,Simulation,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,62.0,29.0,5.0,5.0,T
187: Ride or Die,XB,2005.0,Racing,Ubisoft,0.05,0.01,0.0,0.0,0.06,51.0,40.0,6.9,8.0,M
RPG Maker 3,PS2,2004.0,Role-Playing,Enterbrain,0.03,0.02,0.0,0.01,0.06,69.0,16.0,7.9,14.0,E10+
Zatch Bell! Mamodo Battles,GC,2005.0,Fighting,Namco Bandai Games,0.05,0.01,0.0,0.0,0.06,69.5,0.0,7.25,0.0,NR
Genkai Tokki Monster Monpiece,PSV,2013.0,Strategy,Idea Factory,0.0,0.0,0.06,0.0,0.06,69.5,0.0,7.25,0.0,NR
Desert Strike Advance,GBA,2002.0,Simulation,Electronic Arts,0.05,0.02,0.0,0.0,0.06,66.0,6.0,7.25,0.0,E
Kabuki Warriors,XB,2001.0,Action,Genki,0.05,0.01,0.0,0.0,0.06,32.0,15.0,2.5,12.0,M
Discworld,PS,1994.0,Adventure,Psygnosis,0.04,0.02,0.0,0.0,0.06,0.0,0.0,0.0,0.0,NR
Motion Explosion!,X360,2011.0,Misc,505 Games,0.05,0.01,0.0,0.0,0.06,69.5,0.0,7.25,0.0,NR
World Poker Tour,XB,2005.0,Misc,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,63.0,17.0,7.8,4.0,T
Age of Empires III: The Asian Dynasties,PC,2007.0,Strategy,Microsoft Game Studios,0.0,0.05,0.0,0.01,0.06,81.0,19.0,8.5,71.0,T
Elite Forces: Unit 77,DS,2009.0,Strategy,Deep Silver,0.06,0.0,0.0,0.0,0.06,61.0,23.0,7.25,0.0,T
IL-2 Sturmovik: Birds of Prey,DS,2009.0,Simulation,505 Games,0.06,0.0,0.0,0.0,0.06,41.0,4.0,2.4,5.0,E10+
Moshi Monsters: Katsuma Unleashed,3DS,2013.0,Action,Activision,0.03,0.03,0.0,0.01,0.06,69.5,0.0,7.25,0.0,E
Pirates: The Legend of Black Kat,XB,2002.0,Adventure,Electronic Arts,0.05,0.01,0.0,0.0,0.06,74.0,16.0,7.25,0.0,T
July,DC,1998.0,Adventure,Fortyfive,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.0,NR
Crime Lab: Body of Evidence,DS,2010.0,Adventure,City Interactive,0.05,0.01,0.0,0.0,0.06,53.0,13.0,7.25,0.0,T
Disney's Chicken Little: Ace In Action,DS,2006.0,Shooter,Disney Interactive Studios,0.06,0.0,0.0,0.0,0.06,66.0,13.0,7.25,0.0,E
ESPN Winter X-Games: Snowboarding 2002,GBA,2000.0,Sports,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.06,69.5,0.0,7.25,0.0,NR
Bleach: Versus Crusade,Wii,2008.0,Fighting,Sega,0.0,0.0,0.06,0.0,0.06,69.5,0.0,7.25,0.0,NR
Kanon,DC,2000.0,Adventure,NEC Interchannel,0.0,0.0,0.06,0.0,0.06,69.5,0.0,7.25,0.0,NR
NanoBreaker,PS2,2005.0,Action,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06,51.0,38.0,6.7,11.0,M
You Don't Know Jack,DS,2011.0,Misc,THQ,0.06,0.0,0.0,0.0,0.06,69.5,0.0,7.25,0.0,T
Bionicle,XB,2003.0,Action,Electronic Arts,0.05,0.01,0.0,0.0,0.06,49.0,5.0,1.5,4.0,E
GRID 2,PC,2013.0,Racing,Codemasters,0.0,0.06,0.0,0.01,0.06,80.0,17.0,5.7,571.0,E
Cabela's Trophy Bucks,Wii,2008.0,Sports,Activision Value,0.06,0.0,0.0,0.0,0.06,69.5,0.0,6.0,5.0,T
Cosmos Chaos!,DS,2010.0,Misc,Mentor Interactive,0.06,0.0,0.0,0.0,0.06,69.5,0.0,7.25,0.0,NR
Guitar Freaks 3rdMIX & DrumMania 2ndMIX,PS2,2000.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,69.5,0.0,7.25,0.0,NR
Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,WiiU,2015.0,Misc,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,69.5,0.0,7.25,0.0,NR
Criminal Girls: Invite Only,PSV,2013.0,Role-Playing,Nippon Ichi Software,0.01,0.01,0.04,0.01,0.06,55.0,31.0,6.7,37.0,M
Miami Vice: The Game,PSP,2006.0,Shooter,Activision,0.06,0.0,0.0,0.0,0.06,63.0,36.0,7.0,12.0,M
Samurai Warriors Chronicles 3,PSV,2014.0,Action,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,70.0,9.0,7.9,14.0,T
BMX XXX,GC,2002.0,Sports,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,60.0,15.0,5.0,7.0,M
Disney's Magical Quest 2 Starring Mickey and Minnie,GBA,2003.0,Action,Capcom,0.05,0.02,0.0,0.0,0.06,63.0,8.0,7.25,0.0,E
Bullet Girls,PSV,2014.0,Action,D3Publisher,0.0,0.0,0.06,0.0,0.06,69.5,0.0,7.25,0.0,NR
One Piece: Unlimited World Red,WiiU,2014.0,Action,Namco Bandai Games,0.0,0.04,0.02,0.0,0.06,66.0,11.0,7.8,43.0,T
Aggressive Inline,XB,2002.0,Sports,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,85.0,20.0,7.7,7.0,T
Ikki Tousen: Xross Impact,PSP,2010.0,Action,Marvelous Interactive,0.0,0.0,0.06,0.0,0.06,69.5,0.0,7.25,0.0,NR
Smart Boy's Toys Club,DS,2008.0,Misc,505 Games,0.06,0.0,0.0,0.0,0.06,69.5,0.0,7.25,0.0,E
Insecticide,DS,2008.0,Action,Gamecock,0.06,0.0,0.0,0.0,0.06,55.0,23.0,7.0,5.0,E10+
Super Mahjong 2: Honkaku 4Jin Uchi,SNES,1993.0,Misc,Imax,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.0,NR
XGRA: Extreme G Racing Association,PS2,2003.0,Racing,Acclaim Entertainment,0.03,0.02,0.0,0.01,0.06,68.0,23.0,8.6,8.0,T
Mitsukete! Keroro Gunsou: Machigai Sagashi Daisakusen de Arimasu!,DS,2007.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,69.5,0.0,7.25,0.0,NR
Family Trainer: Treasure Adventure,Wii,2010.0,Sports,Namco Bandai Games,0.0,0.05,0.0,0.01,0.06,69.5,0.0,7.25,0.0,NR
Pop'n Music Portable 2,PSP,2011.0,Misc,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,69.5,0.0,7.25,0.0,NR
Kamen Rider: Dragon Knight,Wii,2009.0,Fighting,D3Publisher,0.06,0.0,0.0,0.0,0.06,69.5,0.0,7.25,0.0,T
Darksiders II,XOne,2015.0,Action,Nordic Games,0.04,0.02,0.0,0.01,0.06,69.5,0.0,7.25,0.0,NR
Ys vs. Sora no Kiseki: Alternative Saga,PSP,2010.0,Fighting,Falcom Corporation,0.0,0.0,0.06,0.0,0.06,69.5,0.0,7.25,0.0,NR
Naruto: Ultimate Ninja Heroes (JP sales),PSP,2006.0,Fighting,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,69.5,0.0,7.25,0.0,NR
Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,DS,2008.0,Adventure,Marvelous Interactive,0.0,0.0,0.06,0.0,0.06,69.5,0.0,7.25,0.0,NR
Ray Tracers,PS,1997.0,Racing,Sony Computer Entertainment,0.04,0.02,0.0,0.0,0.06,0.0,0.0,0.0,0.0,NR
Mario vs. Donkey Kong: Tipping Stars,3DS,2015.0,Puzzle,Nintendo,0.0,0.0,0.06,0.0,0.06,70.0,15.0,7.5,48.0,E
Tournament of Legends,Wii,2010.0,Fighting,Sega,0.04,0.02,0.0,0.01,0.06,45.0,38.0,6.9,11.0,T
Frogger: Helmet Chaos,DS,2005.0,Platform,Konami Digital Entertainment,0.06,0.0,0.0,0.0,0.06,69.0,10.0,7.25,0.0,E
Escape from Bug Island,Wii,2006.0,Action,Eidos Interactive,0.04,0.01,0.01,0.0,0.06,37.0,13.0,5.0,25.0,M
Nicola Kanshuu: Model * Oshare Audition,DS,2010.0,Misc,Alchemist,0.0,0.0,0.06,0.0,0.06,69.5,0.0,7.25,0.0,NR
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono,PS2,2009.0,Misc,D3Publisher,0.0,0.0,0.06,0.0,0.06,69.5,0.0,7.25,0.0,NR
Cold Stone Creamery: Scoop It Up,Wii,2009.0,Misc,Zoo Games,0.06,0.0,0.0,0.0,0.06,69.5,0.0,7.25,0.0,E
My Pet Shop,DS,2008.0,Simulation,Square Enix,0.06,0.0,0.0,0.0,0.06,60.0,10.0,7.25,0.0,E
James Bond 007: Blood Stone,DS,2010.0,Shooter,Activision,0.05,0.01,0.0,0.0,0.06,70.0,10.0,7.25,0.0,T
Kururin Paradise,GBA,2002.0,Puzzle,Unknown,0.0,0.0,0.06,0.0,0.06,69.5,0.0,7.25,0.0,NR
Gradius Collection,PSP,2006.0,Shooter,Konami Digital Entertainment,0.04,0.0,0.02,0.0,0.06,76.0,44.0,8.5,4.0,E
Kiniro no Corda 2,PS2,2007.0,Role-Playing,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,69.5,0.0,7.25,0.0,NR
Dynasty Warriors Vs,3DS,2012.0,Action,Ackkstudios,0.0,0.0,0.06,0.0,0.06,69.5,0.0,7.25,0.0,NR
Fist of the North Star: Ken's Rage 2,X360,2012.0,Fighting,Tecmo Koei,0.03,0.01,0.02,0.0,0.06,55.0,18.0,7.1,20.0,M
Gallop Racer 2004,PS2,2004.0,Sports,Zoo Digital Publishing,0.03,0.02,0.0,0.01,0.06,70.0,15.0,8.7,12.0,E
Sunrise Eiyuutan R,PS2,2000.0,Role-Playing,Sunrise Interactive,0.0,0.0,0.06,0.0,0.06,69.5,0.0,7.25,0.0,NR
Rayman: Hoodlum's Revenge,GBA,2005.0,Platform,Ubisoft,0.05,0.02,0.0,0.0,0.06,61.0,12.0,7.25,0.0,E
